            JDTDB             Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,             X_s,             Y_s,             Z_s,            VX_s,            VY_s,            VZ_s,
********************************************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2460984.833333333, A.D. 2025-Nov-05 08:00:00.0000,  7.198922899954394E+07,  1.161547662822781E+08,  4.992219512235033E+07, -1.638449123046253E+01,  2.312943241908912E+01,  8.740435270942964E+00,  2.24850196E+06,  3.14569864E+06,  1.11504419E+06,  4.30365503E-01,  6.74291970E-01,  3.00855511E-01,
2460984.875000000, A.D. 2025-Nov-05 09:00:00.0000,  7.193022496940958E+07,  1.162380001809425E+08,  4.995364701333667E+07, -1.639552220416894E+01,  2.311162320308684E+01,  8.732837946944009E+00,  2.25004993E+06,  3.14327150E+06,  1.11396130E+06,  4.29620981E-01,  6.74121125E-01,  3.00748091E-01,
2460984.916666667, A.D. 2025-Nov-05 10:00:00.0000,  7.187118126346210E+07,  1.163211699751682E+08,  4.998507155879340E+07, -1.640653335422214E+01,  2.309381884335355E+01,  8.725243310403433E+00,  2.25159523E+06,  3.14084497E+06,  1.11287880E+06,  4.28877579E-01,  6.73950095E-01,  3.00640641E-01,
2460984.958333333, A.D. 2025-Nov-05 11:00:00.0000,  7.181209795301211E+07,  1.164042756824477E+08,  5.001646876839744E+07, -1.641752471052894E+01,  2.307601934495648E+01,  8.717651362272136E+00,  2.25313785E+06,  3.13841906E+06,  1.11179669E+06,  4.28135294E-01,  6.73778881E-01,  3.00533163E-01,
2460985.000000000, A.D. 2025-Nov-05 12:00:00.0000,  7.175297510926275E+07,  1.164873173202918E+08,  5.004783865182909E+07, -1.642849630294267E+01,  2.305822471292901E+01,  8.710062103489314E+00,  2.25467780E+06,  3.13599376E+06,  1.11071497E+06,  4.27394124E-01,  6.73607484E-01,  3.00425655E-01,
2460985.041666667, A.D. 2025-Nov-05 13:00:00.0000,  7.169381280331162E+07,  1.165702949062267E+08,  5.007918121877101E+07, -1.643944816126298E+01,  2.304043495227143E+01,  8.702475534982746E+00,  2.25621509E+06,  3.13356909E+06,  1.10963363E+06,  4.26654067E-01,  6.73435905E-01,  3.00318118E-01,
2460985.083333333, A.D. 2025-Nov-05 14:00:00.0000,  7.163461110614729E+07,  1.166532084577992E+08,  5.011049647891017E+07, -1.645038031523664E+01,  2.302265006794984E+01,  8.694891657668370E+00,  2.25774971E+06,  3.13114503E+06,  1.10855268E+06,  4.25915121E-01,  6.73264147E-01,  3.00210554E-01,
2460985.125000000, A.D. 2025-Nov-05 15:00:00.0000,  7.157537008865128E+07,  1.167360579925738E+08,  5.014178444193686E+07, -1.646129279455722E+01,  2.300487006489696E+01,  8.687310472450555E+00,  2.25928168E+06,  3.12872158E+06,  1.10747211E+06,  4.25177285E-01,  6.73092209E-01,  3.00102962E-01,
2460985.166666667, A.D. 2025-Nov-05 16:00:00.0000,  7.151608982160029E+07,  1.168188435281301E+08,  5.017304511754350E+07, -1.647218562886488E+01,  2.298709494801273E+01,  8.679731980222424E+00,  2.26081099E+06,  3.12629876E+06,  1.10639193E+06,  4.24440556E-01,  6.72920094E-01,  2.99995343E-01,
2460985.208333333, A.D. 2025-Nov-05 17:00:00.0000,  7.145677037566240E+07,  1.169015650820681E+08,  5.020427851542685E+07, -1.648305884774715E+01,  2.296932472216339E+01,  8.672156181865393E+00,  2.26233765E+06,  3.12387656E+06,  1.10531215E+06,  4.23704931E-01,  6.72747802E-01,  2.99887696E-01,
2460985.250000000, A.D. 2025-Nov-05 18:00:00.0000,  7.139741182139935E+07,  1.169842226720050E+08,  5.023548464528675E+07, -1.649391248073866E+01,  2.295155939218214E+01,  8.664583078249475E+00,  2.26386167E+06,  3.12145498E+06,  1.10423274E+06,  4.22970410E-01,  6.72575335E-01,  2.99780024E-01,
2460985.291666667, A.D. 2025-Nov-05 19:00:00.0000,  7.133801422926855E+07,  1.170668163155729E+08,  5.026666351682509E+07, -1.650474655732088E+01,  2.293379896286984E+01,  8.657012670233570E+00,  2.26538304E+06,  3.11903402E+06,  1.10315373E+06,  4.22236990E-01,  6.72402694E-01,  2.99672325E-01,
2460985.333333333, A.D. 2025-Nov-05 20:00:00.0000,  7.127857766961944E+07,  1.171493460304236E+08,  5.029781513974794E+07, -1.651556110692291E+01,  2.291604343899400E+01,  8.649444958665047E+00,  2.26690178E+06,  3.11661368E+06,  1.10207510E+06,  4.21504669E-01,  6.72229881E-01,  2.99564601E-01,
2460985.375000000, A.D. 2025-Nov-05 21:00:00.0000,  7.121910221269561E+07,  1.172318118342262E+08,  5.032893952376433E+07, -1.652635615892125E+01,  2.289829282528951E+01,  8.641879944379987E+00,  2.26841788E+06,  3.11419396E+06,  1.10099686E+06,  4.20773446E-01,  6.72056895E-01,  2.99456852E-01,
2460985.416666667, A.D. 2025-Nov-05 22:00:00.0000,  7.115958792863692E+07,  1.173142137446638E+08,  5.036003667858533E+07, -1.653713174263947E+01,  2.288054712645931E+01,  8.634317628203551E+00,  2.26993135E+06,  3.11177487E+06,  1.09991901E+06,  4.20043317E-01,  6.71883739E-01,  2.99349078E-01,
2460985.458333333, A.D. 2025-Nov-05 23:00:00.0000,  7.110003488747585E+07,  1.173965517794395E+08,  5.039110661392587E+07, -1.654788788734907E+01,  2.286280634717340E+01,  8.626758010949469E+00,  2.27144219E+06,  3.10935640E+06,  1.09884155E+06,  4.19314282E-01,  6.71710414E-01,  2.99241280E-01,
2460985.500000000, A.D. 2025-Nov-06 00:00:00.0000,  7.104044315913956E+07,  1.174788259562728E+08,  5.042214933950393E+07, -1.655862462226920E+01,  2.284507049206951E+01,  8.619201093420372E+00,  2.27295041E+06,  3.10693856E+06,  1.09776448E+06,  4.18586337E-01,  6.71536921E-01,  2.99133458E-01,
2460985.541666667, A.D. 2025-Nov-06 01:00:00.0000,  7.098081281345205E+07,  1.175610362928973E+08,  5.045316486503923E+07, -1.656934197656636E+01,  2.282733956575384E+01,  8.611646876408081E+00,  2.27445601E+06,  3.10452133E+06,  1.09668779E+06,  4.17859482E-01,  6.71363261E-01,  2.99025612E-01,
2460985.583333333, A.D. 2025-Nov-06 02:00:00.0000,  7.092114392013051E+07,  1.176431828070657E+08,  5.048415320025541E+07, -1.658003997935525E+01,  2.280961357280002E+01,  8.604095360693169E+00,  2.27595900E+06,  3.10210474E+06,  1.09561149E+06,  4.17133715E-01,  6.71189435E-01,  2.98917744E-01,
2460985.625000000, A.D. 2025-Nov-06 03:00:00.0000,  7.086143654878740E+07,  1.177252655165472E+08,  5.051511435487883E+07, -1.659071865969845E+01,  2.279189251774981E+01,  8.596546547045230E+00,  2.27745938E+06,  3.09968877E+06,  1.09453558E+06,  4.16409032E-01,  6.71015444E-01,  2.98809852E-01,
2460985.666666667, A.D. 2025-Nov-06 04:00:00.0000,  7.080169076893258E+07,  1.178072844391247E+08,  5.054604833863764E+07, -1.660137804660621E+01,  2.277417640511382E+01,  8.589000436223209E+00,  2.27895715E+06,  3.09727343E+06,  1.09346006E+06,  4.15685433E-01,  6.70841291E-01,  2.98701939E-01,
2460985.708333333, A.D. 2025-Nov-06 05:00:00.0000,  7.074190664996965E+07,  1.178892395925997E+08,  5.057695516126369E+07, -1.661201816903722E+01,  2.275646523937045E+01,  8.581457028974928E+00,  2.28045231E+06,  3.09485871E+06,  1.09238493E+06,  4.14962915E-01,  6.70666975E-01,  2.98594003E-01,
2460985.750000000, A.D. 2025-Nov-06 06:00:00.0000,  7.068208426119798E+07,  1.179711309947900E+08,  5.060783483249154E+07, -1.662263905589832E+01,  2.273875902496665E+01,  8.573916326037402E+00,  2.28194488E+06,  3.09244463E+06,  1.09131018E+06,  4.14241477E-01,  6.70492498E-01,  2.98486046E-01,
2460985.791666667, A.D. 2025-Nov-06 07:00:00.0000,  7.062222367181501E+07,  1.180529586635267E+08,  5.063868736205733E+07, -1.663324073604428E+01,  2.272105776631856E+01,  8.566378328137112E+00,  2.28343485E+06,  3.09003117E+06,  1.09023583E+06,  4.13521116E-01,  6.70317861E-01,  2.98378068E-01,
2460985.833333333, A.D. 2025-Nov-06 08:00:00.0000,  7.056232495091239E+07,  1.181347226166591E+08,  5.066951275970082E+07, -1.664382323827858E+01,  2.270336146781054E+01,  8.558843035989590E+00,  2.28492223E+06,  3.08761834E+06,  1.08916186E+06,  4.12801830E-01,  6.70143066E-01,  2.98270069E-01,
2460985.875000000, A.D. 2025-Nov-06 09:00:00.0000,  7.050238816747819E+07,  1.182164228720526E+08,  5.070031103516430E+07, -1.665438659135313E+01,  2.268567013379582E+01,  8.551310450299667E+00,  2.28640703E+06,  3.08520614E+06,  1.08808829E+06,  4.12083618E-01,  6.69968113E-01,  2.98162050E-01,
2460985.916666667, A.D. 2025-Nov-06 10:00:00.0000,  7.044241339039898E+07,  1.182980594475853E+08,  5.073108219819167E+07, -1.666493082396802E+01,  2.266798376859723E+01,  8.543780571761816E+00,  2.28788924E+06,  3.08279457E+06,  1.08701510E+06,  4.11366478E-01,  6.69793003E-01,  2.98054011E-01,
2460985.958333333, A.D. 2025-Nov-06 11:00:00.0000,  7.038240068845622E+07,  1.183796323611537E+08,  5.076182625853018E+07, -1.667545596477232E+01,  2.265030237650618E+01,  8.536253401059668E+00,  2.28936887E+06,  3.08038363E+06,  1.08594230E+06,  4.10650407E-01,  6.69617739E-01,  2.97945953E-01,
2460986.000000000, A.D. 2025-Nov-06 12:00:00.0000,  7.032235013032825E+07,  1.184611416306693E+08,  5.079254322592960E+07, -1.668596204236379E+01,  2.263262596178334E+01,  8.528728938866333E+00,  2.29084592E+06,  3.07797332E+06,  1.08486989E+06,  4.09935404E-01,  6.69442320E-01,  2.97837875E-01,
2460986.041666667, A.D. 2025-Nov-06 13:00:00.0000,  7.026226178459257E+07,  1.185425872740567E+08,  5.082323311014113E+07, -1.669644908528864E+01,  2.261495452865933E+01,  8.521207185844679E+00,  2.29232040E+06,  3.07556364E+06,  1.08379786E+06,  4.09221467E-01,  6.69266748E-01,  2.97729778E-01,
2460986.083333333, A.D. 2025-Nov-06 14:00:00.0000,  7.020213571972202E+07,  1.186239693092580E+08,  5.085389592091927E+07, -1.670691712204233E+01,  2.259728808133374E+01,  8.513688142646879E+00,  2.29379232E+06,  3.07315460E+06,  1.08272623E+06,  4.08508594E-01,  6.69091024E-01,  2.97621664E-01,
2460986.125000000, A.D. 2025-Nov-06 15:00:00.0000,  7.014197200408693E+07,  1.187052877542306E+08,  5.088453166802085E+07, -1.671736618106927E+01,  2.257962662397576E+01,  8.506171809914713E+00,  2.29526167E+06,  3.07074619E+06,  1.08165499E+06,  4.07796782E-01,  6.68915150E-01,  2.97513531E-01,
2460986.166666667, A.D. 2025-Nov-06 16:00:00.0000,  7.008177070595729E+07,  1.187865426269439E+08,  5.091514036120408E+07, -1.672779629076259E+01,  2.256197016072493E+01,  8.498658188279869E+00,  2.29672846E+06,  3.06833841E+06,  1.08058413E+06,  4.07086031E-01,  6.68739126E-01,  2.97405381E-01,
2460986.208333333, A.D. 2025-Nov-06 17:00:00.0000,  7.002153189349906E+07,  1.188677339453851E+08,  5.094572201023030E+07, -1.673820747946490E+01,  2.254431869569011E+01,  8.491147278363478E+00,  2.29819269E+06,  3.06593127E+06,  1.07951367E+06,  4.06376337E-01,  6.68562953E-01,  2.97297213E-01,
2460986.250000000, A.D. 2025-Nov-06 18:00:00.0000,  6.996125563477616E+07,  1.189488617275559E+08,  5.097627662486319E+07, -1.674859977546808E+01,  2.252667223295012E+01,  8.483639080776413E+00,  2.29965437E+06,  3.06352476E+06,  1.07844359E+06,  4.05667700E-01,  6.68386633E-01,  2.97189029E-01,
2460986.291666667, A.D. 2025-Nov-06 19:00:00.0000,  6.990094199775283E+07,  1.190299259914702E+08,  5.100680421486752E+07, -1.675897320701295E+01,  2.250903077655452E+01,  8.476133596119599E+00,  2.30111350E+06,  3.06111888E+06,  1.07737391E+06,  4.04960117E-01,  6.68210166E-01,  2.97080828E-01,
2460986.333333333, A.D. 2025-Nov-06 20:00:00.0000,  6.984059105028965E+07,  1.191109267551589E+08,  5.103730479001126E+07, -1.676932780229010E+01,  2.249139433052250E+01,  8.468630824983515E+00,  2.30257008E+06,  3.05871365E+06,  1.07630461E+06,  4.04253586E-01,  6.68033555E-01,  2.96972611E-01,
2460986.375000000, A.D. 2025-Nov-06 21:00:00.0000,  6.978020286014585E+07,  1.191918640366675E+08,  5.106777836006445E+07, -1.677966358943962E+01,  2.247376289884361E+01,  8.461130767948557E+00,  2.30402412E+06,  3.05630904E+06,  1.07523571E+06,  4.03548106E-01,  6.67856799E-01,  2.96864378E-01,
2460986.416666667, A.D. 2025-Nov-06 22:00:00.0000,  6.971977749498148E+07,  1.192727378540529E+08,  5.109822493479823E+07, -1.678998059655084E+01,  2.245613648547850E+01,  8.453633425585265E+00,  2.30547563E+06,  3.05390508E+06,  1.07416719E+06,  4.02843674E-01,  6.67679900E-01,  2.96756130E-01,
2460986.458333333, A.D. 2025-Nov-06 23:00:00.0000,  6.965931502235353E+07,  1.193535482253890E+08,  5.112864452398671E+07, -1.680027885166311E+01,  2.243851509435781E+01,  8.446138798453916E+00,  2.30692460E+06,  3.05150175E+06,  1.07309906E+06,  4.02140289E-01,  6.67502859E-01,  2.96647867E-01,
2460986.500000000, A.D. 2025-Nov-07 00:00:00.0000,  6.959881550971811E+07,  1.194342951687640E+08,  5.115903713740613E+07, -1.681055838276552E+01,  2.242089872938286E+01,  8.438646887104795E+00,  2.30837104E+06,  3.04909906E+06,  1.07203132E+06,  4.01437948E-01,  6.67325677E-01,  2.96539589E-01,
2460986.541666667, A.D. 2025-Nov-07 01:00:00.0000,  6.953827902443269E+07,  1.195149787022769E+08,  5.118940278483358E+07, -1.682081921779670E+01,  2.240328739442646E+01,  8.431157692078489E+00,  2.30981495E+06,  3.04669700E+06,  1.07096398E+06,  4.00736651E-01,  6.67148355E-01,  2.96431297E-01,
2460986.583333333, A.D. 2025-Nov-07 02:00:00.0000,  6.947770563375223E+07,  1.195955988440439E+08,  5.121974147604910E+07, -1.683106138464552E+01,  2.238568109333173E+01,  8.423671213905450E+00,  2.31125635E+06,  3.04429559E+06,  1.06989702E+06,  4.00036394E-01,  6.66970895E-01,  2.96322992E-01,
2460986.625000000, A.D. 2025-Nov-07 03:00:00.0000,  6.941709540483142E+07,  1.196761556121944E+08,  5.125005322083467E+07, -1.684128491115089E+01,  2.236807982991290E+01,  8.416187453106271E+00,  2.31269522E+06,  3.04189481E+06,  1.06883045E+06,  3.99337176E-01,  6.66793297E-01,  2.96214672E-01,
2460986.666666667, A.D. 2025-Nov-07 04:00:00.0000,  6.935644840472679E+07,  1.197566490248693E+08,  5.128033802897304E+07, -1.685148982510148E+01,  2.235048360795594E+01,  8.408706410191979E+00,  2.31413157E+06,  3.03949468E+06,  1.06776427E+06,  3.98638996E-01,  6.66615562E-01,  2.96106340E-01,
2460986.708333333, A.D. 2025-Nov-07 05:00:00.0000,  6.929576470039292E+07,  1.198370791002254E+08,  5.131059591024988E+07, -1.686167615423653E+01,  2.233289243121754E+01,  8.401228085663586E+00,  2.31556542E+06,  3.03709518E+06,  1.06669849E+06,  3.97941850E-01,  6.66437692E-01,  2.95997995E-01,
2460986.750000000, A.D. 2025-Nov-07 06:00:00.0000,  6.923504435868460E+07,  1.199174458564331E+08,  5.134082687445258E+07, -1.687184392624549E+01,  2.231530630342584E+01,  8.393752480012393E+00,  2.31699676E+06,  3.03469633E+06,  1.06563309E+06,  3.97245738E-01,  6.66259688E-01,  2.95889637E-01,
2460986.791666667, A.D. 2025-Nov-07 07:00:00.0000,  6.917428744635911E+07,  1.199977493116735E+08,  5.137103093136930E+07, -1.688199316876791E+01,  2.229772522828105E+01,  8.386279593720266E+00,  2.31842559E+06,  3.03229811E+06,  1.06456808E+06,  3.96550658E-01,  6.66081549E-01,  2.95781267E-01,
2460986.833333333, A.D. 2025-Nov-07 08:00:00.0000,  6.911349403007220E+07,  1.200779894841437E+08,  5.140120809079096E+07, -1.689212390939410E+01,  2.228014920945447E+01,  8.378809427259178E+00,  2.31985192E+06,  3.02990054E+06,  1.06350346E+06,  3.95856607E-01,  6.65903279E-01,  2.95672886E-01,
2460986.875000000, A.D. 2025-Nov-07 09:00:00.0000,  6.905266417638047E+07,  1.201581663920538E+08,  5.143135836251004E+07, -1.690223617566490E+01,  2.226257825058918E+01,  8.371341981091520E+00,  2.32127576E+06,  3.02750361E+06,  1.06243924E+06,  3.95163584E-01,  6.65724877E-01,  2.95564493E-01,
2460986.916666667, A.D. 2025-Nov-07 10:00:00.0000,  6.899179795174342E+07,  1.202382800536245E+08,  5.146148175631981E+07, -1.691232999507148E+01,  2.224501235530067E+01,  8.363877255670374E+00,  2.32269710E+06,  3.02510732E+06,  1.06137540E+06,  3.94471587E-01,  6.65546344E-01,  2.95456089E-01,
2460986.958333333, A.D. 2025-Nov-07 11:00:00.0000,  6.893089542251970E+07,  1.203183304870920E+08,  5.149157828201608E+07, -1.692240539505603E+01,  2.222745152717589E+01,  8.356415251439074E+00,  2.32411596E+06,  3.02271167E+06,  1.06031195E+06,  3.93780614E-01,  6.65367683E-01,  2.95347674E-01,
2460987.000000000, A.D. 2025-Nov-07 12:00:00.0000,  6.886995665496923E+07,  1.203983177107054E+08,  5.152164794939624E+07, -1.693246240301155E+01,  2.220989576977385E+01,  8.348955968831486E+00,  2.32553232E+06,  3.02031667E+06,  1.05924890E+06,  3.93090663E-01,  6.65188893E-01,  2.95239249E-01,
2460987.041666667, A.D. 2025-Nov-07 13:00:00.0000,  6.880898171525541E+07,  1.204782417427238E+08,  5.155169076825822E+07, -1.694250104628157E+01,  2.219234508662638E+01,  8.341499408272295E+00,  2.32694621E+06,  3.01792231E+06,  1.05818623E+06,  3.92401733E-01,  6.65009976E-01,  2.95130815E-01,
2460987.083333333, A.D. 2025-Nov-07 14:00:00.0000,  6.874797066944131E+07,  1.205581026014218E+08,  5.158170674840253E+07, -1.695252135216097E+01,  2.217479948123706E+01,  8.334045570176569E+00,  2.32835762E+06,  3.01552860E+06,  1.05712395E+06,  3.91713821E-01,  6.64830933E-01,  2.95022370E-01,
2460987.125000000, A.D. 2025-Nov-07 15:00:00.0000,  6.868692358349182E+07,  1.206379003050864E+08,  5.161169589963106E+07, -1.696252334789566E+01,  2.215725895708189E+01,  8.326594454950030E+00,  2.32976655E+06,  3.01313553E+06,  1.05606207E+06,  3.91026926E-01,  6.64651764E-01,  2.94913916E-01,
2460987.166666667, A.D. 2025-Nov-07 16:00:00.0000,  6.862584052327578E+07,  1.207176348720147E+08,  5.164165823174619E+07, -1.697250706068237E+01,  2.213972351761002E+01,  8.319146062989359E+00,  2.33117301E+06,  3.01074311E+06,  1.05500057E+06,  3.90341045E-01,  6.64472471E-01,  2.94805453E-01,
2460987.208333333, A.D. 2025-Nov-07 17:00:00.0000,  6.856472155456230E+07,  1.207973063205184E+08,  5.167159375455273E+07, -1.698247251766937E+01,  2.212219316624266E+01,  8.311700394681727E+00,  2.33257701E+06,  3.00835133E+06,  1.05393947E+06,  3.89656178E-01,  6.64293055E-01,  2.94696982E-01,
2460987.250000000, A.D. 2025-Nov-07 18:00:00.0000,  6.850356674302277E+07,  1.208769146689217E+08,  5.170150247785685E+07, -1.699241974595629E+01,  2.210466790637383E+01,  8.304257450405100E+00,  2.33397854E+06,  3.00596020E+06,  1.05287876E+06,  3.88972321E-01,  6.64113517E-01,  2.94588502E-01,
2460987.291666667, A.D. 2025-Nov-07 19:00:00.0000,  6.844237615423317E+07,  1.209564599355584E+08,  5.173138441146506E+07, -1.700234877259379E+01,  2.208714774137098E+01,  8.296817230528511E+00,  2.33537761E+06,  3.00356971E+06,  1.05181843E+06,  3.88289474E-01,  6.63933858E-01,  2.94480015E-01,
2460987.333333333, A.D. 2025-Nov-07 20:00:00.0000,  6.838114985367012E+07,  1.210359421387769E+08,  5.176123956518616E+07, -1.701225962458436E+01,  2.206963267457398E+01,  8.289379735411629E+00,  2.33677422E+06,  3.00117987E+06,  1.05075850E+06,  3.87607634E-01,  6.63754078E-01,  2.94371519E-01,
2460987.375000000, A.D. 2025-Nov-07 21:00:00.0000,  6.831988790671316E+07,  1.211153612969375E+08,  5.179106794883025E+07, -1.702215232888206E+01,  2.205212270929580E+01,  8.281944965405010E+00,  2.33816838E+06,  2.99879068E+06,  1.04969896E+06,  3.86926800E-01,  6.63574179E-01,  2.94263017E-01,
2460987.416666667, A.D. 2025-Nov-07 22:00:00.0000,  6.825859037864690E+07,  1.211947174284098E+08,  5.182086957220772E+07, -1.703202691239229E+01,  2.203461784882323E+01,  8.274512920850437E+00,  2.33956010E+06,  2.99640214E+06,  1.04863981E+06,  3.86246969E-01,  6.63394162E-01,  2.94154507E-01,
2460987.458333333, A.D. 2025-Nov-07 23:00:00.0000,  6.819725733465710E+07,  1.212740105515781E+08,  5.185064444513110E+07, -1.704188340197252E+01,  2.201711809641575E+01,  8.267083602080419E+00,  2.34094936E+06,  2.99401425E+06,  1.04758105E+06,  3.85568141E-01,  6.63214028E-01,  2.94045991E-01,
2460987.500000000, A.D. 2025-Nov-08 00:00:00.0000,  6.813588883983301E+07,  1.213532406848379E+08,  5.188039257741413E+07, -1.705172182443202E+01,  2.199962345530631E+01,  8.259657009418511E+00,  2.34233619E+06,  2.99162700E+06,  1.04652267E+06,  3.84890313E-01,  6.63033778E-01,  2.93937469E-01,
2460987.541666667, A.D. 2025-Nov-08 01:00:00.0000,  6.807448495916940E+07,  1.214324078465940E+08,  5.191011397887073E+07, -1.706154220653168E+01,  2.198213392870195E+01,  8.252233143179573E+00,  2.34372058E+06,  2.98924040E+06,  1.04546470E+06,  3.84213483E-01,  6.62853412E-01,  2.93828941E-01,
2460987.583333333, A.D. 2025-Nov-08 02:00:00.0000,  6.801304575756280E+07,  1.215115120552652E+08,  5.193980865931690E+07, -1.707134457498467E+01,  2.196464951978279E+01,  8.244812003669349E+00,  2.34510253E+06,  2.98685446E+06,  1.04440711E+06,  3.83537649E-01,  6.62672932E-01,  2.93720407E-01,
2460987.625000000, A.D. 2025-Nov-08 03:00:00.0000,  6.795157129981366E+07,  1.215905533292817E+08,  5.196947662856969E+07, -1.708112895645630E+01,  2.194717023170269E+01,  8.237393591184720E+00,  2.34648205E+06,  2.98446916E+06,  1.04334991E+06,  3.82862811E-01,  6.62492339E-01,  2.93611868E-01,
